Site,PO,ID No,Vendor,Value
155,25656,11320,Fahad Bin Abdulla Block & Interlock Factory,1130
157,25657,19999,Cash,65
155,25658,30165,Qatar Mega Building Trading & Contracting,148052.57
157,25659,19999,Cash,62
155,25660,19999,Cash,3700
152,25661,19999,Cash,535
155,25662,19999,Cash,630
137.17,25663,19999,Cash,647
100,25664,19999,Cash,557
155,25665,30123,Mechatronics,49000
152,25666,11275,Boodai Trading Company W.L.L,6034
155,25667,11263,Expanded Metal Manufacturing Co. Ltd.,622
152,25668,10201,Al Asas Factories,3177.5
152,25669,10245,Don Construction Products - Qatar W.L.L,1700
152,25670,11224,Mechelec Intl Trading W.L.L,510
152,25671,11254,New Tools and Bolts Trading,1605
152,25672,19999,Cash,148
155,25673,10245,Don Construction Products - Qatar W.L.L,150
155,25674,11263,Expanded Metal Manufacturing Co. Ltd.,820
155,25675,10126,Hempel Paints,194.22
152,25676,11381,Rodha Khalid Co.,8100
152,25677,30176,Aljabor Trading,23180
152,25678,1322,Rajasthan Building Materials / BR.W.L.L,2500
100,25679,10118,Doha Takaful,1637
137.17,25680,19999,Cash,30
M9,25681,19999,Cash,542
100,25682,19999,Cash,3
M9,25683,19999,Cash,373
155,25684,19999,Cash,170
152,25685,30108,Al-Rafee Enterprises W.L.L,84480
M8,25686,30108,Al-Rafee Enterprises W.L.L,90000
152,25687,11254,New Tools and Bolts Trading,1049.5
152,25688,11254,New Tools and Bolts Trading,560
152,25689,11254,New Tools and Bolts Trading,1020
155,25690,11254,New Tools and Bolts Trading,300
155,25691,19999,Cash,148
155,25692,10196,Capital Trading Est.,510
155,25693,10209,Madar Building Materials,5500
155,25694,19999,Cash,255
100,25695,19999,Cash,216
159,25696,11302,Ralee Computers W.L.L,3410
155,25697,19999,Cash,3700
155,25698,11254,New Tools and Bolts Trading,440
155,25699,11274,Al Arabiya Laboratories,580
155,25700,10225,Almuftah Polymer W.L.L,2200
100,25701,19999,Cash,17450
157,25702,10247,Union Trading Center,1900
M8,25703,10209,Madar Building Materials,2857.5
152,25704,11254,New Tools and Bolts Trading,876
152,25705,10201,Al Asas Factories,1640
160,25706,30223,Art Avenue,236000
152,25707,11238,Al Nemir Trading and Contracting,190
152,25708,30120,Kone Elevators LLC,10605
155,25709,19999,Cash,700
100,25710,11302,Ralee Computers W.L.L,390
137.17,25711,11230,Qatar Paving Stones,1834
M18,25712,19999,Cash,8
160,25713,19999,Cash,300
152,25714,10196,Capital Trading Est.,360
155,25715,11254,New Tools and Bolts Trading,120
155,25716,19999,Cash,62
155,25717,10130,Khalifa Steel Industries Co,29850.15
155,25718,10126,Hempel Paints,2040
152,25719,10209,Madar Building Materials,4600
155,25720,10209,Madar Building Materials,8250
155,25721,19999,Cash,470
152,25722,10126,Hempel Paints,5227.5
M1,25723,10196,Capital Trading Est.,500
137.19,25724,11230,Qatar Paving Stones,4323
M1,25725,10196,Capital Trading Est.,149.6
M1,25726,10196,Capital Trading Est.,1964.4
129,25727,10196,Capital Trading Est.,2100
M5,25728,10133,Mohd. Yousuf Kafood & Sons. Trad. & Cont. Co.,380
M1,25729,10196,Capital Trading Est.,100
M1,25730,10196,Capital Trading Est.,5944.6
155,25731,10196,Capital Trading Est.,1515
155,25732,10196,Capital Trading Est.,505
155,25733,10196,Capital Trading Est.,1010
152,25734,30266,United Technical Services Co. W.L.L,85000
144,25735,19999,Cash,800
100,25736,19999,Cash,959
155,25737,19999,Cash,250
155,25738,19999,Cash,320
100,25739,19999,Cash,2297
155,25740,10244,Security & Safety Solutions for Security Services,4431.5
152,25741,11258,Falkland Electricals and Trading Co. W.L.L,700
144,25742,30214,Carawan W.Proofing & Projects Co.,1000
155,25743,30173,Al Hazem Stainless Steel,57753
152,25744,11254,New Tools and Bolts Trading,119.5
152,25745,11346,Dallas Trading Co. LLC,2400
155,25746,30250,Hormann,15760.04
155,25747,11258,Falkland Electricals and Trading Co. W.L.L,252
155,25748,19999,Cash,10
155,25749,19999,Cash,185
155,25750,19999,Cash,292
155,25751,19999,Cash,100
123,25752,19999,Cash,121
155,25753,11254,New Tools and Bolts Trading,700
100,25754,19999,Cash,2470
157,25755,10134,Nabina Building Materials,18533.4
152,25756,11238,Al Nemir Trading and Contracting,1820
157,25757,19999,Cash,720
157,25758,11323,Rashid Al Mulla Sanitary&BLDS Materials Co WLL,1710
157,25759,19999,Cash,45
155,25760,11254,New Tools and Bolts Trading,175
157,25761,10235,Al Tofei Trading,800
100,25762,11325,Doha Modern Printing Press LTD.,6000
137.19,25763,30265,Qatar International Trading & Contracting Co.,3000
155,25764,19999,Cash,887.05
137.19,25765,19999,Cash,2050
152,25766,30173,Al Hazem Stainless Steel,22940
155,25767,19999,Cash,138
152,25768,11326,Supreme Technologies,2350
152,25769,19999,Cash,25
152,25770,10134,Nabina Building Materials,288
152,25771,11334,Chemcon Contruction Chemicals,700
152,25772,11263,Expanded Metal Manufacturing Co. Ltd.,602.5
152,25773,1322,Rajasthan Building Materials / BR.W.L.L,1700
152,25774,10245,Don Construction Products - Qatar W.L.L,2550
152,25775,11254,New Tools and Bolts Trading,1540
152,25776,19999,Cash,600
152,25777,19999,Cash,225
160,25778,30247,Al Noor Advertising,540
155,25779,10146,Gulf Flag Co. W.L.L,11600
155,25780,10126,Hempel Paints,782
155,25781,11254,New Tools and Bolts Trading,698
155,25782,19999,Cash,24
M5,25783,10209,Madar Building Materials,570
100,25784,11298,Ooredoo Q.S.C,1281
152,25785,19999,Cash,1516
M4,25786,11383,Metri Engineering Service W.L.L,22000
157,25787,10235,Al Tofei Trading,410
M4,25788,11383,Metri Engineering Service W.L.L,8000
100,25789,19999,Cash,216
152,25790,30171,IBA Aluminium,11740
155,25791,30175,SMEET Precast W.L.L,39482.25
155,25792,11375,Access Equipment Rental and Trading Gulf L.L.C,2800
152,25793,11254,New Tools and Bolts Trading,565
152,25794,11334,Chemcon Contruction Chemicals,767
152,25795,10245,Don Construction Products - Qatar W.L.L,0
152,25796,19999,Cash,318
155,25797,11280,Qatar Green Leaders,12000
155,25798,30230,Al Emadi Trading and Contracting Co.,63184.4
152,25799,10169,IBA Real Estate,76666
152,25800,11362,Hafele W.L.L,14945.35
152,25801,11362,Hafele W.L.L,97315.94
152,25802,11378,City Electrical Trading and Contracting W.L.L,15465
155,25803,11254,New Tools and Bolts Trading,192
155,25804,30123,Mechatronics,947493.56
155,25805,19999,Cash,176
100,25806,19999,Cash,130
152,25807,10220,Al - Andalus Marble Decor And Granite Co.,3000
155,25808,30173,Al Hazem Stainless Steel,154008
M1,25809,30172,Ismail Bin Ali Furniture Industry WLL,24000
157,25810,10134,Nabina Building Materials,6974.75
155,25811,11375,Access Equipment Rental and Trading Gulf L.L.C,400
155,25812,10235,Al Tofei Trading,1600
155,25813,10134,Nabina Building Materials,360
155,25814,11254,New Tools and Bolts Trading,1260
155,25815,11263,Expanded Metal Manufacturing Co. Ltd.,577.5
155,25816,30188,PALM Shading Systems & Accessories W.L.L,87680
155,25817,30218,Top for Construction Services Trading Steel Build,694840.82
137.17,25818,19999,Cash,347.04
155,25819,11336,Gazzaoui and Partners Qatar W.L.L,12000
157,25820,19999,Cash,213
152,25821,11254,New Tools and Bolts Trading,110
152,25822,19999,Cash,185
155,25823,19999,Cash,84
159,25824,11238,Al Nemir Trading and Contracting,470
152,25825,19999,Cash,12
M10,25826,19999,Cash,100.1
M9,25827,19999,Cash,1750
157,25828,11254,New Tools and Bolts Trading,795
100,25829,11298,Ooredoo Q.S.C,2038
157,25830,19999,Cash,251
160,25831,30247,Al Noor Advertising,750
100,25832,10248,Saad Bin Majid Trading Co. W.L.L,7527
155,25833,30263,White Aluminium International,688335.72
144,25834,30247,Al Noor Advertising,240
100,25835,19999,Cash,775
100,25836,19999,Cash,315
M10,25839,19999,Cash,17
100,25840,19999,Cash,45
100,25841,19999,Cash,500
100,25842,19999,Cash,3
157,25843,10235,Al Tofei Trading,38250
157,25844,11320,Fahad Bin Abdulla Block & Interlock Factory,8000
100,25845,11298,Ooredoo Q.S.C,8979
152,25846,10159,KG Plastic,652
152,25847,30173,Al Hazem Stainless Steel,24552
152,25848,11254,New Tools and Bolts Trading,1120
157,25849,10134,Nabina Building Materials,83187.09
155,25850,11254,New Tools and Bolts Trading,550
155,25851,10137,Qatar Building Co,865
155,25852,30184,IBA Agriculture,160000.04
155,25853,19999,Cash,440
155,25854,10220,Al - Andalus Marble Decor And Granite Co.,57096
155,25855,30252,National Furniture and Decoration Factory W.L.L,53876.12
130,25856,11384,Rental Station,4700
130,25857,19999,Cash,710
129,25858,11223,Professional Partners Trading S.P.C,7200
157,25859,11304,SunTech Trading Co. W.L.L,1160
130,25860,11254,New Tools and Bolts Trading,320
157,25861,10245,Don Construction Products - Qatar W.L.L,150
155,25862,11254,New Tools and Bolts Trading,1700
155,25863,19999,Cash,158
152,25864,11378,City Electrical Trading and Contracting W.L.L,800
155,25865,30188,PALM Shading Systems & Accessories W.L.L,24500
152,25866,11254,New Tools and Bolts Trading,1631
152,25867,10245,Don Construction Products - Qatar W.L.L,250
155,25868,11331,Al Qayed Travel and Tours,4200
137.17,25869,19999,Cash,55
157,25870,10134,Nabina Building Materials,566
157,25871,11254,New Tools and Bolts Trading,280
157,25872,11304,SunTech Trading Co. W.L.L,580
152,25873,19999,Cash,277.25
155,25874,10245,Don Construction Products - Qatar W.L.L,5800
155,25875,10112,Nehmeh Corporation LLC,1224
155,25876,11254,New Tools and Bolts Trading,1652
155,25877,11254,New Tools and Bolts Trading,295
152,25878,10130,Khalifa Steel Industries Co,8120
152,25879,11254,New Tools and Bolts Trading,1310
152,25880,19999,Cash,133
152,25881,11238,Al Nemir Trading and Contracting,190
155,25882,19999,Cash,1275
152,25883,11257,Mannai Trading Co. W.L.L,5125
155,25884,19999,Cash,50
155,25885,19999,Cash,160
152,25886,10209,Madar Building Materials,2440
155,25887,30173,Al Hazem Stainless Steel,1300
157,25888,10108,Al-Rayyan Block Factory,5.9
155,25889,10151,Hilti Qatar W.L.L,23964.23
155,25890,11274,Al Arabiya Laboratories,270
155,25891,10244,Security & Safety Solutions for Security Services,2213.58
152,25893,19999,Cash,424
152,25894,19999,Cash,286
152,25895,11254,New Tools and Bolts Trading,80
155,25897,19999,Cash,445
100,25898,19999,Cash,732
157,25899,11318,Aamal Cement Industries W.L.L,18644.75
155,25900,19999,Cash,150
152,25901,10209,Madar Building Materials,2304.6
157,25902,11228,Printek Computers W.L.L,2300
130,25903,11385,Hertz Dayim Equipment Rental,5032
132,25905,30176,Aljabor Trading,0
152,25906,10130,Khalifa Steel Industries Co,5127.7
157,25907,11254,New Tools and Bolts Trading,604
157,25908,11254,New Tools and Bolts Trading,108
155,25909,10146,Gulf Flag Co. W.L.L,5400
155,25910,10126,Hempel Paints,7562.31
100,25911,19999,Cash,352
152,25912,11254,New Tools and Bolts Trading,965
152,25913,19999,Cash,135
152,25914,11351,Jotun Paints Qatar,6675
152,25915,11334,Chemcon Contruction Chemicals,700
155,25916,30214,Carawan W.Proofing & Projects Co.,42780
155,25917,19999,Cash,97
157,25919,10196,Capital Trading Est.,30966
155,25920,30264,Galaxy Stainless Steel Works Co. W.L.L,69000
100,25921,19999,Cash,155
155,25922,19999,Cash,2793
150,25923,30208,Specialized Aluminium and Steel Co. W.L.L,14581
155,25924,19999,Cash,901
100,25925,19999,Cash,2205
152,25926,30172,Ismail Bin Ali Furniture Industry WLL,33840
157,25927,19999,Cash,392
155,25928,30230,Al Emadi Trading and Contracting Co.,145
155,25929,11375,Access Equipment Rental and Trading Gulf L.L.C,5600
155,25930,11263,Expanded Metal Manufacturing Co. Ltd.,997.5
155,25931,11254,New Tools and Bolts Trading,410
155,25932,19999,Cash,334
155,25933,19999,Cash,348
152,25934,1322,Rajasthan Building Materials / BR.W.L.L,660
152,25935,19999,Cash,6
152,25936,11254,New Tools and Bolts Trading,500
152,25937,19999,Cash,240
157,25938,30165,Qatar Mega Building Trading & Contracting,39492
129,25940,11223,Professional Partners Trading S.P.C,2160
155,25942,30264,Galaxy Stainless Steel Works Co. W.L.L,7500
100,25943,19999,Cash,194
152,25944,11263,Expanded Metal Manufacturing Co. Ltd.,4900
122,25945,30171,IBA Aluminium,3000
152,25946,10245,Don Construction Products - Qatar W.L.L,585
155,25947,10159,KG Plastic,4753
152,25948,11254,New Tools and Bolts Trading,1120
152,25949,10201,Al Asas Factories,31000
155,25950,11297,Almana and Partners W.L.L,2750
130,25951,11385,Hertz Dayim Equipment Rental,1000
152,25952,10245,Don Construction Products - Qatar W.L.L,21600
M4,25953,11383,Metri Engineering Service W.L.L,3000
152,25954,30176,Aljabor Trading,1650
155,25955,30278,Dere Trading and Construction,78050
152,25956,11263,Expanded Metal Manufacturing Co. Ltd.,12418
137.19,25957,10142,Smeet Ready Mix,1363.5
152,25958,30240,Build Tech Trading and Building Materials Co.,203000
152,25959,10220,Al - Andalus Marble Decor And Granite Co.,30289.6
152,25960,30108,Al-Rafee Enterprises W.L.L,171675
M11,25961,11325,Doha Modern Printing Press LTD.,5050
100,25962,11325,Doha Modern Printing Press LTD.,8500
152,25963,30165,Qatar Mega Building Trading & Contracting,68932.68
152,25964,11258,Falkland Electricals and Trading Co. W.L.L,8694
100,25965,19999,Cash,2100
157,25966,19999,Cash,36
155,25967,19999,Cash,450
159,25968,11233,Profixo Trading and Contracting W.L.L,649.75
100,25969,19999,Cash,272
100,25970,19999,Cash,601
M17,25971,11325,Doha Modern Printing Press LTD.,5050
155,25972,10231,Morden Construction & Supplies,217.5
155,25973,10231,Morden Construction & Supplies,2470.88
155,25974,10231,Morden Construction & Supplies,360.57
155,25975,10231,Morden Construction & Supplies,2943.5
155,25976,10242,Felix Construction Co. W.L.L,1600
155,25977,10231,Morden Construction & Supplies,845.35
155,25978,10231,Morden Construction & Supplies,1471.95
155,25979,10231,Morden Construction & Supplies,27.07
155,25980,10231,Morden Construction & Supplies,10.15
155,25981,11375,Access Equipment Rental and Trading Gulf L.L.C,300
155,25982,11375,Access Equipment Rental and Trading Gulf L.L.C,600
155,25983,11375,Access Equipment Rental and Trading Gulf L.L.C,14250
100,25984,11233,Profixo Trading and Contracting W.L.L,490.5
140,25985,10126,Hempel Paints,592
155,25986,11375,Access Equipment Rental and Trading Gulf L.L.C,3600
155,25987,11375,Access Equipment Rental and Trading Gulf L.L.C,1600
155,25988,10244,Security & Safety Solutions for Security Services,656.92
122,25989,30172,Ismail Bin Ali Furniture Industry WLL,8000
152,25990,11326,Supreme Technologies,1430
152,25991,30176,Aljabor Trading,3150
100,25992,19999,Cash,284
155,25993,11334,Chemcon Contruction Chemicals,280
155,25994,11254,New Tools and Bolts Trading,150
152,25995,19999,Cash,1572
100,25996,19999,Cash,150
152,25997,10245,Don Construction Products - Qatar W.L.L,500
152,25998,11254,New Tools and Bolts Trading,1660
155,25999,19999,Cash,601
155,26001,10209,Madar Building Materials,66094.94
152,26002,19999,Cash,200
152,26003,30199,Hadara Doha for General Contracting,123805.52
100,26004,10140,Qatar National Cement Co,45620.74
100,26005,10239,Abdel Latif,3300
157,26007,30215,Abdul Hamid Abdul Rahim Al Emadi Trading Company,191428
155,26008,10220,Al - Andalus Marble Decor And Granite Co.,18000.74
150,26009,30233,Total Flooring Solutions W.L.L,11570
152,26010,30213,Steel Master Limited Trading Co. W.L.L,775716.87
155,26011,10126,Hempel Paints,4760
155,26012,11254,New Tools and Bolts Trading,630
155,26013,10140,Qatar National Cement Co,5500
152,26014,30165,Qatar Mega Building Trading & Contracting,52662.37
157,26015,19999,Cash,160
100,26016,19999,Cash,40
157,26017,11363,Seero Engineering Consulting,2500
155,26018,19999,Cash,256
155,26019,10245,Don Construction Products - Qatar W.L.L,340
152,26020,11254,New Tools and Bolts Trading,148.4
152,26021,10245,Don Construction Products - Qatar W.L.L,85
152,26022,19999,Cash,413
155,26023,10225,Almuftah Polymer W.L.L,3600
155,26024,11228,Printek Computers W.L.L,195
152,26025,11258,Falkland Electricals and Trading Co. W.L.L,2802
152,26026,10231,Morden Construction & Supplies,346.45
100,26027,11251,E-Government,50110
100,26028,11251,E-Government,4720
157,26029,10235,Al Tofei Trading,10250
152,26030,10151,Hilti Qatar W.L.L,1345.32
152,26031,30175,SMEET Precast W.L.L,279038.49
100,26032,19999,Cash,220
157,26033,11254,New Tools and Bolts Trading,0
155,26034,10238,Mohamed Saber,600
155,26035,19999,Cash,813
157,26036,11254,New Tools and Bolts Trading,52
152,26037,11254,New Tools and Bolts Trading,314
152,26038,19999,Cash,276
100,26039,19999,Cash,253
152,26040,30266,United Technical Services Co. W.L.L,1590
152,26041,11254,New Tools and Bolts Trading,1260
152,26042,10209,Madar Building Materials,2300
152,26043,19999,Cash,100
100,26044,11302,Ralee Computers W.L.L,1060
157,26045,30125,Narang Projects,25000
155,26046,30274,Metal Trading and Contracting,4500
100,26047,11233,Profixo Trading and Contracting W.L.L,709
155,26048,11254,New Tools and Bolts Trading,775
155,26049,11334,Chemcon Contruction Chemicals,114
157,26050,10245,Don Construction Products - Qatar W.L.L,30
152,26051,11254,New Tools and Bolts Trading,70
152,26052,11334,Chemcon Contruction Chemicals,342
155,26053,30267,Total Trading and Contracting,33370
157,26054,10134,Nabina Building Materials,216
157,26055,11254,New Tools and Bolts Trading,775
152,26056,30224,Alaman Design,63641.26
155,26057,11362,Hafele W.L.L,6271.56
152,26058,10159,KG Plastic,95
155,26059,19999,Cash,50
152,26060,11292,Pimtas Trading and Contracting W.L.L,5520
152,26061,11254,New Tools and Bolts Trading,0
152,26062,30175,SMEET Precast W.L.L,93584.16
155,26063,10151,Hilti Qatar W.L.L,6000
139,26064,10202,Maysaloon Engineering Co.,865
157,26065,11254,New Tools and Bolts Trading,180
152,26066,19999,Cash,72
155,26067,10130,Khalifa Steel Industries Co,22973.28
